"Date_Published","FIPS","Admin2","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Combined_Key"
"02-09-2020",NA,NA,"Hubei","China",2020-02-09 23:33:02,30.9756,112.2707,29631,871,1795,26965,"Hubei, China"
"02-09-2020",NA,NA,"Guangdong","China",2020-02-09 15:03:05,23.3417,113.4244,1131,1,141,989,"Guangdong, China"
"02-09-2020",NA,NA,"Zhejiang","China",2020-02-09 12:03:04,29.1832,120.0934,1075,0,201,874,"Zhejiang, China"
"02-09-2020",NA,NA,"Henan","China",2020-02-09 11:23:08,33.882,113.614,1033,6,153,874,"Henan, China"
"02-09-2020",NA,NA,"Hunan","China",2020-02-09 12:33:01,27.6104,111.7088,838,1,186,651,"Hunan, China"
"02-09-2020",NA,NA,"Anhui","China",2020-02-09 09:33:02,31.8257,117.2264,779,1,72,706,"Anhui, China"
"02-09-2020",NA,NA,"Jiangxi","China",2020-02-09 11:33:12,27.614,115.7221,740,0,73,667,"Jiangxi, China"
"02-09-2020",NA,NA,"Chongqing","China",2020-02-09 23:53:02,30.0572,107.874,468,2,51,415,"Chongqing, China"
"02-09-2020",NA,NA,"Jiangsu","China",2020-02-09 10:23:11,32.9711,119.455,468,0,71,397,"Jiangsu, China"
"02-09-2020",NA,NA,"Shandong","China",2020-02-09 15:03:05,36.3427,118.1498,444,1,63,380,"Shandong, China"
"02-09-2020",NA,NA,"Sichuan","China",2020-02-09 12:43:01,30.6171,102.7103,386,1,71,314,"Sichuan, China"
"02-09-2020",NA,NA,"Beijing","China",2020-02-09 03:43:02,40.1824,116.4142,326,2,37,287,"Beijing, China"
"02-09-2020",NA,NA,"Heilongjiang","China",2020-02-09 08:43:05,47.862,127.7615,307,6,14,287,"Heilongjiang, China"
"02-09-2020",NA,NA,"Shanghai","China",2020-02-09 06:33:01,31.202,121.4491,293,1,44,248,"Shanghai, China"
"02-09-2020",NA,NA,"Fujian","China",2020-02-09 09:13:11,26.0789,117.9874,250,0,35,215,"Fujian, China"
"02-09-2020",NA,NA,"Shaanxi","China",2020-02-09 03:03:09,35.1917,108.8701,208,0,25,183,"Shaanxi, China"
"02-09-2020",NA,NA,"Hebei","China",2020-02-09 12:43:01,37.8957,114.9042,206,2,34,170,"Hebei, China"
"02-09-2020",NA,NA,"Guangxi","China",2020-02-09 00:33:07,23.8298,108.7881,195,1,18,176,"Guangxi, China"
"02-09-2020",NA,NA,"Yunnan","China",2020-02-09 08:53:02,24.974,101.487,141,0,18,123,"Yunnan, China"
"02-09-2020",NA,NA,"Hainan","China",2020-02-09 13:33:02,19.1959,109.7453,131,3,19,109,"Hainan, China"
"02-09-2020",NA,NA,"Shanxi","China",2020-02-09 23:43:02,37.5777,112.2922,119,0,25,94,"Shanxi, China"
"02-09-2020",NA,NA,"Liaoning","China",2020-02-09 12:23:03,41.2956,122.6085,107,0,12,95,"Liaoning, China"
"02-09-2020",NA,NA,"Guizhou","China",2020-02-09 09:53:02,26.8154,106.8748,99,1,7,91,"Guizhou, China"
"02-09-2020",NA,NA,"Tianjin","China",2020-02-09 23:43:02,39.3054,117.323,91,1,4,86,"Tianjin, China"
"02-09-2020",NA,NA,"Gansu","China",2020-02-09 23:33:02,35.7518,104.2861,83,2,16,65,"Gansu, China"
"02-09-2020",NA,NA,"Jilin","China",2020-02-09 09:03:04,43.6661,126.1923,78,1,12,65,"Jilin, China"
"02-09-2020",NA,NA,"Diamond Princess cruise ship","Others",2020-02-09 06:13:11,NA,NA,64,0,0,64,"Diamond Princess cruise ship, Others"
"02-09-2020",NA,NA,"Inner Mongolia","China",2020-02-09 02:23:07,44.0935,113.9448,54,0,5,49,"Inner Mongolia, China"
"02-09-2020",NA,NA,"Ningxia","China",2020-02-09 02:03:11,37.2692,106.1655,45,0,13,32,"Ningxia, China"
"02-09-2020",NA,NA,"Xinjiang","China",2020-02-09 01:23:08,41.1129,85.2401,45,0,0,45,"Xinjiang, China"
"02-09-2020",NA,NA,NA,"Singapore",2020-02-09 02:43:02,1.2833,103.8333,40,0,2,38,"Singapore"
"02-09-2020",NA,NA,NA,"Thailand",2020-02-08 12:53:01,15.870032,100.992541,32,0,11,21,"Thailand"
"02-09-2020",NA,NA,"Hong Kong","China",2020-02-09 09:53:02,22.3,114.2,29,1,0,28,"Hong Kong, China"
"02-09-2020",NA,NA,NA,"Japan",2020-02-09 06:13:11,36.204824,138.252924,26,0,1,25,"Japan"
"02-09-2020",NA,NA,NA,"South Korea",2020-02-09 02:33:02,35.907757,127.766922,25,0,3,22,"South Korea"
"02-09-2020",NA,NA,"Qinghai","China",2020-02-06 02:13:15,35.7452,95.9956,18,0,3,15,"Qinghai, China"
"02-09-2020",NA,NA,"Taiwan","Taiwan",2020-02-09 09:13:11,NA,NA,18,0,1,17,"Taiwan, Taiwan"
"02-09-2020",NA,NA,NA,"Germany",2020-02-09 06:13:11,51.165691,10.451526,14,0,0,14,"Germany"
"02-09-2020",NA,NA,NA,"Vietnam",2020-02-08 07:23:04,14.058324,108.277199,13,0,1,12,"Vietnam"
"02-09-2020",NA,NA,NA,"France",2020-02-08 09:53:01,46.2276,2.2137,11,0,0,11,"France"
"02-09-2020",NA,NA,"Macau","China",2020-02-06 14:23:04,22.1667,113.55,10,0,1,9,"Macau, China"
"02-09-2020",NA,NA,NA,"United Arab Emirates",2020-02-08 07:03:16,23.424076,53.847818,7,0,0,7,"United Arab Emirates"
"02-09-2020",NA,NA,"Queensland","Australia",2020-02-09 19:33:02,-27.4698,153.0251,5,0,0,5,"Queensland, Australia"
"02-09-2020",NA,NA,"New South Wales","Australia",2020-02-06 03:13:22,-33.8688,151.2093,4,0,2,2,"New South Wales, Australia"
"02-09-2020",NA,NA,"Victoria","Australia",2020-02-01 18:12:49,-37.8136,144.9631,4,0,0,4,"Victoria, Australia"
"02-09-2020",NA,NA,"British Columbia","Canada",2020-02-07 05:43:03,53.7267,-127.6476,4,0,0,4,"British Columbia, Canada"
"02-09-2020",NA,NA,NA,"India",2020-02-03 21:43:02,20.593684,78.96288,3,0,0,3,"India"
"02-09-2020",NA,NA,NA,"Italy",2020-02-07 17:53:02,41.87194,12.56738,3,0,0,3,"Italy"
"02-09-2020",NA,NA,NA,"Philippines",2020-02-07 16:43:04,12.879721,121.774017,3,1,0,2,"Philippines"
"02-09-2020",NA,NA,"Unknown","United Kingdom",2020-02-07 18:33:02,NA,NA,3,0,0,3,"Unknown, United Kingdom"
"02-09-2020",NA,NA,"South Australia","Australia",2020-02-02 22:33:07,-34.9285,138.6007,2,0,0,2,"South Australia, Australia"
"02-09-2020",NA,"Toronto","Ontario","Canada",2020-02-04 00:13:06,NA,NA,2,0,0,2,"Toronto, Ontario, Canada"
"02-09-2020",NA,NA,NA,"Russia",2020-01-31 16:13:45,61.52401,105.318756,2,0,0,2,"Russia"
"02-09-2020",NA,NA,NA,"Spain",2020-02-09 20:33:03,40.463667,-3.74922,2,0,0,2,"Spain"
"02-09-2020",NA,"Chicago","Illinois","United States",2020-02-09 19:03:03,NA,NA,2,0,2,0,"Chicago, Illinois, United States"
"02-09-2020","06069","San Benito","California","United States",2020-02-03 03:53:02,36.60308176,-121.069975,2,0,0,2,"San Benito, California, United States"
"02-09-2020","06085","Santa Clara","California","United States",2020-02-03 00:43:02,37.23104908,-121.6970462,2,0,0,2,"Santa Clara, California, United States"
